pokemon_names,pokemon_cute,multiple_pokes_in_pic,photo_contrast_level,pokes_size_in_frame,looks_fluffy,original_image_source
Slowbro,False,False,High,Large,False,Pixiv
Tirtouga,False,True,Low,Small,True,Twitter
Abomasnow,False,False,Low,Large,False,Twitter
Barbaracle,False,False,Low,Small,False,Twitter
Weedle,False,False,High,Small,False,Pixiv
Poliwag,False,False,High,Large,True,Pixiv
Stoutland,False,True,Low,Large,True,Pixiv
Poliwhirl,False,False,High,Small,False,Pixiv
Purugly,False,True,High,Large,False,Pixiv
Electivire,False,False,Low,Large,False,Twitter
Nihilego,False,False,Low,Small,True,Pixiv
Wynaut,False,False,High,Small,False,Twitter
Registeel,False,False,High,Large,True,Pixiv
Quagsire,False,False,Low,Small,True,Twitter
Ambipom,True,False,Low,Large,True,Twitter
Cottonee,False,False,Low,Large,False,Pixiv
Barboach,False,False,High,Small,False,Twitter
Stufful,False,True,High,Small,True,Pixiv
Electabuzz,False,True,Low,Small,True,Pixiv
Cofagrigus,False,False,Low,Large,False,Twitter
Vulpix,True,False,High,Large,True,Pixiv
Audino,True,False,High,Large,True,Pixiv
Hakamo-o,False,False,Low,Small,True,Pixiv
Chesnaught,False,False,Low,Small,True,Pixiv
Groudon,False,False,Low,Small,True,Pixiv
Deino,False,True,Low,Large,False,Pixiv
Bulbasaur,True,False,High,Small,True,Pixiv
Grovyle,False,False,Low,Large,False,Twitter
Haxorus,False,False,High,Large,False,Twitter
Mankey,False,False,Low,Large,False,Twitter
Granbull,False,False,Low,Large,True,Pixiv
Kingdra,False,False,Low,Large,True,Twitter
Tyrantrum,False,False,High,Small,False,Pixiv
Swellow,False,False,High,Small,True,Pixiv
Spheal,False,True,High,Large,False,Pixiv
Volcanion,False,False,Low,Small,False,Twitter
Bouffalant,False,False,Low,Large,False,Twitter
Samurott,False,True,Low,Large,False,Twitter
Mudsdale,False,True,Low,Large,False,Pixiv
Eelektrik,False,True,Low,Large,False,Pixiv
Dustox,False,False,High,Small,False,Twitter
Sableye,False,True,Low,Small,True,Pixiv
Azurill,True,False,Low,Large,True,Pixiv
Metapod,False,False,Low,Small,False,Twitter
Mightyena,False,True,High,Large,False,Pixiv
Emolga,False,False,High,Large,False,Pixiv
Dewpider,False,False,Low,Large,False,Pixiv
Simipour,False,False,High,Large,False,Pixiv
Hariyama,False,False,High,Small,False,Pixiv
Gastrodon,False,False,Low,Large,True,Pixiv
Larvesta,False,True,High,Large,False,Twitter
Golurk,False,False,High,Small,True,Pixiv
Porygon,False,False,Low,Large,False,Twitter
Espurr,False,False,High,Small,False,Pixiv
Torracat,True,False,Low,Small,True,Pixiv
Mandibuzz,False,False,Low,Large,True,Pixiv
Lucario,False,False,High,Large,False,Twitter
Pelipper,False,False,High,Large,False,Twitter
Delibird,False,False,Low,Large,False,Pixiv
Simisage,True,False,Low,Small,True,Pixiv
Vespiquen,False,False,Low,Small,False,Twitter
Vulpix,True,False,Low,Small,False,Pixiv
Clefairy,False,False,Low,Large,False,Pixiv
Kakuna,False,False,Low,Large,False,Pixiv
Charmander,True,False,High,Large,False,Pixiv
Aegislash,False,True,High,Large,True,Pixiv
Nidoran♀,False,False,High,Small,True,Pixiv
Wigglytuff,False,False,High,Small,False,Twitter
Skitty,False,False,High,Small,True,Pixiv
Kakuna,False,True,High,Small,True,Pixiv
Ralts,False,True,High,Small,True,Pixiv
Mienshao,False,False,Low,Large,False,Pixiv
Gliscor,False,False,Low,Small,False,Pixiv
Heliolisk,False,True,Low,Small,False,Pixiv
Alakazam,False,False,High,Large,True,Pixiv
Bouffalant,False,True,Low,Large,False,Twitter
Zangoose,False,False,High,Large,True,Twitter
Primeape,False,False,Low,Large,False,Pixiv
Meowstic,False,True,High,Small,False,Pixiv
Kadabra,False,False,High,Large,False,Pixiv
Ekans,False,True,High,Small,False,Twitter
Litten,False,False,High,Large,True,Twitter
Karrablast,False,False,Low,Small,False,Pixiv
Torterra,False,True,High,Large,False,Twitter
Azurill,False,False,Low,Small,False,Pixiv
Slugma,False,False,High,Small,False,Twitter
Doublade,False,False,Low,Small,True,Pixiv
Braixen,False,False,Low,Small,False,Pixiv
Riolu,False,False,High,Large,False,Pixiv
Growlithe,False,False,High,Large,True,Twitter
Lillipup,False,False,Low,Large,False,Pixiv
Geodude,False,True,High,Small,False,Pixiv
Nosepass,False,False,High,Large,False,Pixiv
Woobat,False,False,High,Small,True,Pixiv
Carnivine,False,False,Low,Large,True,Pixiv
Baltoy,False,True,Low,Large,False,Twitter
Spheal,False,False,High,Small,False,Twitter
Venomoth,False,False,High,Large,False,Pixiv
Accelgor,False,False,Low,Small,True,Pixiv
Shedinja,False,False,Low,Small,False,Pixiv
Dewgong,False,False,Low,Small,False,Pixiv
Solosis,False,False,Low,Small,False,Twitter
Spoink,True,True,High,Small,True,Pixiv
Shedinja,False,False,High,Large,False,Pixiv
Zweilous,False,False,Low,Small,True,Pixiv
Masquerain,False,True,Low,Large,False,Pixiv
Electabuzz,False,False,Low,Large,True,Pixiv
Archen,False,False,High,Small,False,Twitter
Panpour,False,False,Low,Large,False,Pixiv
Flabébé,False,False,High,Large,False,Pixiv
Ducklett,False,True,Low,Small,True,Twitter
Kommo-o,False,False,Low,Small,True,Twitter
Zekrom,False,False,High,Large,False,Pixiv
Milotic,False,False,Low,Large,True,Pixiv
Vespiquen,True,False,Low,Large,True,Twitter
Metapod,False,False,High,Large,False,Pixiv
Pupitar,False,True,High,Large,False,Pixiv
Skrelp,False,False,High,Small,False,Pixiv
Spewpa,False,False,Low,Large,False,Twitter
Gulpin,False,False,Low,Large,True,Twitter
Watchog,False,False,Low,Large,False,Twitter
Oranguru,False,False,Low,Large,False,Pixiv
Heatran,False,False,Low,Small,False,Pixiv
Espurr,False,True,High,Large,True,Pixiv
Tentacruel,True,False,Low,Large,True,Twitter
Gulpin,False,False,Low,Small,True,Twitter
Staraptor,False,False,High,Small,True,Pixiv
Honchkrow,False,False,Low,Small,False,Pixiv
Vivillon,False,False,High,Small,True,Pixiv
Ledian,False,False,Low,Small,False,Pixiv
Electabuzz,False,False,High,Small,True,Pixiv
Quilava,False,False,Low,Large,True,Twitter
Shaymin,False,False,High,Large,False,Twitter
Sceptile,False,False,High,Small,False,Pixiv
Trubbish,False,False,Low,Small,False,Pixiv
Quilava,False,False,Low,Small,False,Twitter
Vulpix,True,False,Low,Large,False,Twitter
Furret,False,False,High,Small,False,Pixiv
Swoobat,False,False,High,Small,False,Pixiv
Pancham,False,False,Low,Small,True,Pixiv
Blaziken,False,False,Low,Large,True,Pixiv
Dartrix,False,False,High,Small,True,Pixiv
Dratini,False,False,High,Large,False,Pixiv
Reshiram,False,False,Low,Large,False,Twitter
Farfetch'd,False,True,Low,Large,True,Twitter
Audino,False,False,High,Small,False,Pixiv
Silcoon,False,False,Low,Large,True,Pixiv
Rapidash,False,False,High,Small,False,Pixiv
Cobalion,False,True,Low,Large,True,Pixiv
Fraxure,False,False,High,Small,False,Pixiv
Spinarak,False,False,Low,Large,False,Pixiv
Vulpix,True,False,Low,Large,False,Twitter
Feraligatr,False,True,Low,Large,False,Twitter
Lillipup,False,False,High,Small,True,Pixiv
Gastly,False,False,High,Large,False,Pixiv
Rufflet,False,False,Low,Large,False,Pixiv
Carvanha,False,True,High,Small,False,Pixiv
Torracat,False,False,High,Large,True,Pixiv
Shinx,False,False,High,Large,False,Twitter
Wurmple,False,False,Low,Small,False,Pixiv
Terrakion,True,False,High,Small,True,Pixiv
Swellow,False,False,High,Small,False,Pixiv
Larvesta,False,False,High,Small,False,Pixiv
Florges,False,False,Low,Large,False,Pixiv
Mareanie,False,False,Low,Large,True,Pixiv
Venomoth,False,False,Low,Small,False,Twitter
Turtonator,False,True,High,Small,False,Twitter
Empoleon,False,False,High,Large,True,Pixiv
Hakamo-o,True,False,Low,Small,True,Pixiv
Volbeat,False,False,Low,Small,False,Pixiv
Crustle,False,True,High,Small,False,Pixiv
Pikachu,True,False,Low,Small,False,Twitter
Tangrowth,False,False,Low,Large,False,Twitter
Lunala,False,False,Low,Small,False,Pixiv
Ledyba,False,True,High,Small,False,Twitter
Komala,False,False,High,Small,True,Pixiv
Kakuna,True,True,Low,Small,True,Pixiv
Huntail,False,False,Low,Small,False,Twitter
Wartortle,True,False,Low,Large,False,Pixiv
Charizard,False,True,Low,Small,True,Pixiv
Dodrio,False,False,Low,Large,True,Pixiv
Relicanth,False,False,Low,Large,False,Twitter
Mismagius,True,False,Low,Large,True,Pixiv
Seedot,False,False,Low,Large,False,Pixiv
Lurantis,False,False,Low,Small,False,Pixiv
Darumaka,False,False,Low,Large,False,Pixiv
Pyukumuku,False,False,Low,Small,False,Pixiv
Rhyperior,False,False,High,Large,False,Pixiv
Klinklang,False,True,Low,Small,False,Pixiv
Beheeyem,False,False,High,Small,True,Pixiv
Skrelp,False,False,High,Large,False,Pixiv
Nidorino,True,False,High,Small,False,Twitter
Snivy,False,True,High,Small,True,Twitter
Sigilyph,False,False,Low,Large,True,Pixiv
Turtonator,False,False,Low,Small,False,Twitter
Sandile,False,False,Low,Small,False,Pixiv
Moltres,False,False,Low,Large,False,Pixiv
Beedrill,False,True,High,Small,True,Pixiv
Jirachi,False,True,High,Large,True,Pixiv
Squirtle,False,False,High,Small,False,Pixiv
Rhyperior,False,True,High,Large,True,Twitter
Beedrill,False,False,Low,Large,True,Pixiv
Mamoswine,False,False,Low,Large,False,Pixiv
Pikipek,False,False,Low,Large,False,Pixiv
Golett,False,False,Low,Small,False,Twitter
Magneton,True,False,Low,Small,False,Twitter
Charmeleon,False,False,High,Large,False,Twitter
Meowstic,False,False,High,Large,False,Pixiv
Karrablast,False,False,Low,Large,False,Twitter
Linoone,False,False,Low,Small,True,Twitter
Drifloon,False,False,Low,Small,False,Pixiv
Victreebel,False,True,Low,Large,True,Pixiv
Aerodactyl,False,False,Low,Large,True,Pixiv
Houndour,True,False,Low,Large,True,Twitter
Wurmple,False,False,High,Small,True,Twitter
Kecleon,False,False,Low,Small,False,Twitter
Toxapex,False,True,High,Small,False,Pixiv
Machoke,False,False,Low,Large,False,Pixiv
Ponyta,False,False,High,Small,False,Pixiv
Chimecho,False,False,Low,Small,False,Twitter
Inkay,False,False,Low,Large,False,Twitter
Lickilicky,False,True,Low,Large,False,Twitter
Latias,False,True,Low,Large,False,Pixiv
Avalugg,False,False,High,Large,True,Pixiv
Miltank,False,False,Low,Small,True,Pixiv
Armaldo,False,False,Low,Large,False,Pixiv
Meowth,False,False,Low,Small,True,Twitter
Hitmontop,False,False,Low,Small,True,Pixiv
Terrakion,False,False,Low,Large,True,Pixiv
Hoothoot,True,False,Low,Large,True,Pixiv
Accelgor,False,False,Low,Large,True,Pixiv
Umbreon,False,False,High,Small,False,Twitter
Xurkitree,False,False,High,Small,False,Twitter
Slaking,False,False,Low,Small,True,Pixiv
Clamperl,False,True,Low,Small,False,Pixiv
Karrablast,False,False,High,Small,False,Twitter
Treecko,False,True,Low,Small,False,Twitter
Litleo,False,False,Low,Large,True,Twitter
Brionne,False,False,Low,Large,True,Pixiv
Foongus,True,False,Low,Large,True,Twitter
Phantump,False,False,Low,Small,False,Twitter
Servine,False,False,Low,Large,False,Twitter
Bellossom,False,True,Low,Small,False,Pixiv
Liepard,False,False,High,Large,True,Pixiv
Chimecho,False,False,Low,Small,False,Pixiv
Cobalion,False,False,Low,Small,True,Pixiv
Ninjask,False,False,High,Large,False,Pixiv
Sandile,False,False,Low,Large,False,Pixiv
Steelix,False,False,Low,Large,True,Twitter
Frogadier,False,False,High,Small,False,Pixiv
Trapinch,False,False,Low,Small,False,Pixiv
Budew,False,False,Low,Large,False,Twitter
Shedinja,False,False,Low,Small,True,Pixiv
Grotle,False,False,Low,Large,True,Pixiv
Yveltal,False,False,Low,Large,False,Pixiv
Volcarona,False,False,High,Small,True,Pixiv
Simisear,False,True,Low,Small,True,Pixiv
Sandygast,False,False,Low,Small,False,Pixiv
Lilligant,False,False,High,Small,False,Pixiv
Wimpod,False,False,Low,Large,True,Twitter
Mismagius,False,False,High,Small,True,Twitter
Garchomp,True,False,Low,Large,True,Pixiv
Charmander,True,True,Low,Large,True,Pixiv
Bibarel,False,False,Low,Small,False,Twitter
Budew,False,False,Low,Large,False,Twitter
Gastrodon,False,False,Low,Small,False,Pixiv
Magmortar,False,True,Low,Small,True,Pixiv
Pikipek,False,True,High,Small,False,Pixiv
Skiploom,True,False,High,Small,False,Pixiv
Tentacruel,True,False,High,Large,True,Twitter
Woobat,False,True,Low,Large,False,Twitter
Celesteela,False,False,Low,Small,False,Twitter
Crawdaunt,False,False,High,Large,True,Twitter
Lycanroc,False,False,High,Large,False,Pixiv
Tapu Koko,False,False,Low,Small,False,Pixiv
Xurkitree,False,False,High,Small,True,Pixiv
Mantine,False,False,Low,Large,False,Pixiv
Hoopa,False,False,High,Small,False,Pixiv
Chimchar,False,True,High,Large,True,Pixiv
Avalugg,False,False,High,Large,True,Twitter
Croagunk,False,False,Low,Small,True,Pixiv
Rayquaza,False,False,Low,Large,False,Pixiv
Banette,False,False,Low,Small,False,Pixiv
Donphan,False,True,High,Large,True,Pixiv
Vikavolt,False,True,High,Small,False,Pixiv
Butterfree,False,False,High,Large,False,Twitter
Ninjask,False,False,High,Small,False,Pixiv
Pikipek,False,False,Low,Small,False,Twitter
Carvanha,False,False,Low,Small,False,Pixiv
Lumineon,False,False,Low,Large,True,Twitter
Shiftry,False,False,High,Large,False,Twitter
Grubbin,False,True,High,Large,False,Twitter
Tropius,False,False,Low,Large,True,Twitter
Audino,False,False,Low,Small,True,Pixiv
Qwilfish,False,True,Low,Small,True,Pixiv
Blitzle,False,False,Low,Small,True,Pixiv
Ekans,False,True,High,Small,True,Twitter
Mismagius,False,True,Low,Small,False,Pixiv
Gogoat,False,False,Low,Small,False,Pixiv
Floette,False,False,Low,Small,False,Twitter
Staravia,True,False,Low,Large,True,Twitter
Milotic,False,True,Low,Large,False,Twitter
Arcanine,False,False,Low,Small,False,Twitter
Squirtle,False,True,Low,Small,False,Twitter
Delibird,False,False,Low,Small,False,Pixiv
Litten,False,False,High,Large,False,Pixiv
Spinarak,False,False,High,Small,False,Pixiv
Seismitoad,False,False,High,Small,True,Pixiv
Mimikyu,False,False,Low,Large,False,Pixiv
Venomoth,False,False,High,Large,True,Pixiv
Totodile,False,True,Low,Small,False,Twitter
Shaymin,False,False,High,Small,True,Twitter
Vulpix,True,False,High,Small,True,Pixiv
Chinchou,False,False,High,Large,True,Pixiv
Illumise,False,False,High,Large,False,Pixiv
Ninjask,False,False,Low,Large,False,Twitter
Lombre,False,False,High,Large,True,Pixiv
Oricorio,False,False,High,Large,False,Pixiv
Lugia,False,False,High,Large,True,Twitter
Herdier,False,False,High,Large,False,Pixiv
Sandslash,False,True,Low,Small,False,Pixiv
Magnemite,False,True,Low,Large,False,Pixiv
Tentacool,False,False,Low,Large,False,Pixiv
Klefki,False,False,High,Small,True,Pixiv
Lumineon,False,False,Low,Large,False,Twitter
Dragonair,False,False,High,Large,False,Pixiv
Elekid,False,False,High,Large,False,Twitter
Hoopa,False,True,High,Large,True,Pixiv
Rampardos,False,False,Low,Small,False,Pixiv
Ponyta,False,True,High,Small,True,Pixiv
Durant,False,False,Low,Large,True,Twitter
Drampa,False,False,Low,Large,False,Twitter
Camerupt,False,False,Low,Small,False,Pixiv
Tornadus,False,True,High,Large,False,Pixiv
Vileplume,False,True,Low,Large,True,Twitter
Golduck,False,False,Low,Small,False,Twitter
Fomantis,False,False,Low,Large,True,Pixiv
Sandile,False,False,Low,Large,False,Twitter
Amaura,False,True,Low,Large,False,Twitter
Zangoose,False,False,Low,Large,True,Twitter
Mareep,False,False,Low,Small,True,Twitter
Houndour,False,False,High,Small,False,Twitter
Magmar,False,True,High,Large,False,Pixiv
Drifblim,False,False,Low,Small,False,Pixiv
Slowking,False,False,High,Large,False,Pixiv
Nidorino,False,False,High,Small,False,Twitter
Mr. Mime,False,False,Low,Small,False,Pixiv
Avalugg,False,False,Low,Small,False,Pixiv
Sewaddle,False,False,High,Small,False,Twitter
Mew,True,False,Low,Large,True,Twitter
Hitmonchan,True,False,Low,Small,True,Pixiv
Jumpluff,False,False,High,Large,False,Pixiv
Luxio,False,False,High,Large,True,Twitter
Gengar,False,False,Low,Large,False,Twitter
Noctowl,False,False,High,Large,False,Pixiv
Barbaracle,False,False,Low,Small,True,Pixiv
Murkrow,False,False,High,Large,False,Pixiv
Stunfisk,False,False,High,Small,False,Twitter
Machoke,False,True,High,Large,False,Twitter
Yanmega,False,True,High,Large,False,Pixiv
Pikachu,True,False,Low,Large,True,Twitter
Typhlosion,False,False,Low,Small,False,Pixiv
Golem,False,False,Low,Large,True,Pixiv
Shuppet,False,False,Low,Small,False,Twitter
Totodile,False,False,High,Large,False,Pixiv
Froslass,False,False,Low,Small,False,Twitter
Bergmite,False,False,Low,Small,True,Pixiv
Vigoroth,False,False,Low,Large,False,Twitter
Mew,False,False,Low,Small,False,Pixiv
Vileplume,False,True,High,Small,False,Pixiv
Corsola,False,False,Low,Small,False,Pixiv
Prinplup,False,False,Low,Large,True,Twitter
Rhyhorn,False,False,Low,Large,True,Pixiv
Yveltal,False,False,Low,Large,False,Pixiv
Joltik,False,True,Low,Large,False,Pixiv
Gastly,False,False,High,Large,False,Pixiv
Cutiefly,False,False,Low,Small,False,Pixiv
Dragalge,False,False,High,Small,True,Twitter
Seedot,False,False,Low,Large,False,Pixiv
Electrode,True,False,Low,Small,True,Twitter
Kingdra,False,False,Low,Small,False,Pixiv
Mismagius,False,False,High,Small,True,Pixiv
Tsareena,False,False,Low,Large,False,Pixiv
Blitzle,False,False,Low,Large,True,Pixiv
Houndoom,False,True,High,Small,False,Pixiv
Paras,False,False,High,Small,True,Pixiv
Huntail,False,False,High,Large,True,Twitter
Nidoran♂,False,False,High,Small,False,Pixiv
Jolteon,False,True,High,Large,False,Twitter
Vulpix,True,True,High,Large,True,Pixiv
Shuckle,False,False,Low,Small,True,Pixiv
Charmander,True,False,High,Large,True,Pixiv
Bayleef,False,False,High,Large,False,Pixiv
Fletchling,False,False,High,Large,False,Twitter
Dunsparce,False,False,High,Small,True,Pixiv
Grubbin,False,True,Low,Small,False,Pixiv
Starly,False,False,Low,Large,False,Twitter
Seadra,False,False,Low,Small,True,Twitter
Eelektrik,False,False,Low,Small,False,Pixiv
Raikou,True,False,Low,Large,True,Pixiv
Axew,False,False,Low,Large,True,Pixiv
Plusle,False,False,High,Small,True,Twitter
Zebstrika,False,True,Low,Large,True,Twitter
Terrakion,False,False,Low,Small,False,Twitter
Sunflora,False,False,Low,Small,False,Pixiv
Weavile,False,False,High,Large,True,Pixiv
Rhyhorn,False,True,Low,Small,True,Pixiv
Furret,False,False,High,Small,False,Pixiv
Gogoat,False,False,Low,Small,True,Pixiv
Infernape,False,False,High,Small,False,Pixiv
Lotad,False,False,Low,Small,True,Twitter
Vulpix,True,False,Low,Large,True,Twitter
Yanma,False,False,Low,Small,True,Pixiv
Dusclops,False,False,Low,Large,False,Twitter
Jirachi,False,False,Low,Large,False,Pixiv
Bounsweet,False,False,High,Large,False,Pixiv
Munna,False,False,High,Large,False,Twitter
Luvdisc,True,False,Low,Small,False,Pixiv
Marowak,False,False,Low,Small,False,Twitter
Reuniclus,False,True,Low,Small,False,Pixiv
Frogadier,False,False,High,Small,True,Twitter
Croagunk,False,False,Low,Small,False,Pixiv
Phantump,False,False,Low,Large,True,Twitter
Shiinotic,False,False,Low,Small,False,Pixiv
Mudkip,False,True,Low,Small,True,Twitter
Registeel,False,False,Low,Large,True,Twitter
Vulpix,True,False,High,Small,True,Pixiv
Toxapex,False,False,Low,Large,True,Pixiv
Shinx,False,True,Low,Large,True,Pixiv
Phione,False,False,High,Small,False,Pixiv
Tyrunt,False,False,High,Small,True,Pixiv
Cradily,False,True,Low,Large,True,Pixiv
Shinx,False,False,Low,Small,False,Pixiv
Vullaby,False,True,Low,Large,True,Pixiv
Marill,False,False,Low,Large,True,Pixiv
Seaking,False,False,Low,Small,False,Pixiv
Mudsdale,False,False,High,Small,True,Pixiv
Cutiefly,False,True,High,Large,False,Twitter
Pumpkaboo,False,False,High,Large,False,Pixiv
Golbat,True,False,Low,Small,False,Twitter
Charizard,True,False,Low,Small,False,Pixiv
Emolga,True,False,High,Large,True,Pixiv
Tentacool,False,False,Low,Large,False,Pixiv
