pokemon_names,raw_rankings,poke_tiers,famous_artist,photo_brightness_level,photo_depth_of_field ,is_pokemon_larger_than_a_burrito,cute_classification_conv_net_feature_14,cute_classification_conv_net_feature_26,photo_night_or_day
Seadra ,4.31321357291681,S,true,high,high,true,zero,zero,night
Haunter ,2.454082160934523,B,false,high,high,true,zero,non-zero,day
Weezing ,3.2738519259045504,A,false,high,high,true,non-zero,zero,day
Omanyte ,4.210221317235454,S,false,low,high,true,non-zero,non-zero,night
Omastar ,4.406314953169343,S,false,low,low,true,non-zero,zero,night
Ekans ,3.233051353192571,A,true,low,high,true,zero,non-zero,night
Hitmonchan ,2.8334208652216955,A,false,high,low,true,non-zero,zero,night
Ponyta ,2.8149603715967624,A,false,low,low,true,non-zero,zero,night
Ninetales ,4.5,S,false,high,high,true,non-zero,zero,day
Nidorino ,1.292252523800731,C,false,low,low,true,non-zero,non-zero,night
Tentacool ,3.575683787976228,S,false,high,high,true,zero,non-zero,day
Kabuto ,3.720059871957707,S,true,high,low,true,zero,zero,night
Venonat ,3.2330009266973945,A,true,low,low,true,zero,zero,day
Dragonite ,4.5,S,true,low,low,true,zero,non-zero,night
Paras ,2.742269291985215,A,false,low,high,true,non-zero,zero,day
Caterpie ,3.086490840814903,A,true,low,high,true,non-zero,non-zero,day
Nidoran♀ ,1.5746450538091548,B,true,low,low,true,non-zero,non-zero,night
Dugtrio ,3.99556579307387,S,true,high,low,true,zero,zero,night
Zubat ,3.429596665047268,A,true,low,high,true,non-zero,non-zero,night
Butterfree ,2.354149646502849,B,false,low,low,true,zero,non-zero,night
Kakuna ,1.2513334556150753,C,false,low,high,true,zero,non-zero,night
Tauros ,3.457800406237625,A,false,high,high,true,non-zero,zero,day
Dugtrio ,1.877396287496316,B,true,high,low,true,zero,non-zero,day
Zubat ,1.525579159636717,B,false,low,high,true,non-zero,non-zero,day
Bulbasaur ,1.901200059754332,B,true,low,low,true,non-zero,non-zero,day
Gengar ,2.319311408514624,B,false,low,low,true,zero,non-zero,day
Beedrill ,2.5967344916304533,A,true,low,high,true,non-zero,zero,night
Persian ,3.566859659744067,S,false,low,high,true,non-zero,zero,night
Squirtle ,1.4708050768474112,C,false,high,low,true,non-zero,non-zero,day
Seel ,3.8765647264095877,S,false,low,low,true,non-zero,non-zero,night
Omanyte ,4.5,S,false,low,high,true,zero,zero,day
Gengar ,2.801083441359214,A,true,high,high,true,zero,non-zero,night
Seadra ,3.725039540653629,S,false,high,high,true,non-zero,zero,day
Dodrio ,0.5104819306056485,C,false,high,high,true,zero,zero,day
Seaking ,2.0410095376100386,B,true,low,low,true,non-zero,non-zero,day
Weepinbell ,1.3501586999101132,C,false,high,high,true,non-zero,non-zero,night
Snorlax ,4.5,S,true,high,low,true,non-zero,zero,night
Scyther ,4.5,S,true,low,low,true,non-zero,zero,night
Muk ,1.6598146381179404,B,false,low,low,true,non-zero,non-zero,day
Dodrio ,3.2269849047281447,A,true,high,low,true,zero,zero,day
Venonat ,0.5,C,false,high,low,true,non-zero,non-zero,night
Gengar ,2.707114025757746,A,false,low,low,true,zero,zero,day
Rattata ,1.16944983740713,C,false,low,high,true,zero,non-zero,night
Dugtrio ,2.353822858377481,B,false,low,high,true,zero,zero,night
Magnemite ,3.1088406515273004,A,true,high,high,true,zero,non-zero,night
Kabuto ,1.1648779474222548,C,false,low,low,true,non-zero,non-zero,day
Exeggcute ,0.5,C,false,low,low,true,non-zero,zero,day
Kakuna ,2.520481767284491,A,false,high,low,true,non-zero,zero,day
Squirtle ,3.742914694308346,S,false,low,low,true,non-zero,non-zero,day
Clefairy ,1.9533695137839644,B,false,low,high,true,non-zero,non-zero,night
Voltorb ,2.0055737844134445,B,false,high,low,true,zero,non-zero,day
Marowak ,4.436875967382618,S,true,low,low,true,zero,non-zero,day
Gengar ,1.3370889715584653,C,false,low,low,true,non-zero,non-zero,night
Golbat ,2.5300667035564803,A,true,low,low,true,non-zero,zero,day
Gengar ,1.448576690601595,C,false,low,high,true,non-zero,non-zero,night
Tauros ,4.068147034561958,S,false,low,high,true,non-zero,zero,day
Gastly ,3.000930484950449,A,true,high,low,true,zero,non-zero,night
Kadabra ,1.9475999918052023,B,false,high,low,true,non-zero,non-zero,night
Kingler ,4.352024018237053,S,false,low,high,true,zero,zero,night
Aerodactyl ,3.6873824803778166,S,false,high,low,true,non-zero,zero,night
Electrode ,4.5,S,true,low,low,true,zero,non-zero,night
Pidgey ,2.5161196354458464,A,false,low,high,true,non-zero,non-zero,night
Poliwhirl ,4.5,S,true,low,low,true,zero,non-zero,day
Onix ,2.685380381237774,A,false,low,low,true,zero,non-zero,night
Pikachu ,1.0868531129980523,C,false,low,high,true,non-zero,zero,day
Gengar ,2.0465127914579373,B,false,low,high,true,zero,non-zero,night
Arbok ,2.0774061320294543,B,false,low,low,true,non-zero,non-zero,night
Horsea ,3.8769310498035705,S,false,high,low,true,non-zero,non-zero,night
Poliwag ,4.5,S,true,high,low,true,zero,non-zero,day
Diglett ,1.6213849280478405,B,true,low,low,False,non-zero,non-zero,day
Lapras ,4.336483321797485,S,true,high,high,true,non-zero,non-zero,night
Ditto ,2.5459284283615715,A,false,high,high,true,zero,zero,night
Onix ,3.132695987714343,A,true,low,high,true,non-zero,non-zero,night
Pidgeot ,2.25349569324661,B,false,low,high,true,non-zero,non-zero,day
Kakuna ,4.1850217827692635,S,false,high,low,true,non-zero,zero,day
Zubat ,2.994896477520879,A,true,low,low,true,non-zero,non-zero,day
Arbok ,2.717864187554969,A,true,high,high,true,zero,zero,day
Dugtrio ,4.5,S,false,high,low,true,non-zero,zero,day
Oddish ,1.2496984949347623,C,false,high,low,true,zero,non-zero,day
Machop ,4.5,S,false,low,low,true,zero,non-zero,day
Dodrio ,1.364881695069301,C,false,low,high,true,non-zero,non-zero,day
Eevee ,0.5,C,false,high,high,true,non-zero,non-zero,day
Zubat ,3.0349589191122104,A,true,low,high,true,non-zero,zero,day
Kangaskhan ,2.334520195586161,B,false,low,high,true,non-zero,non-zero,day
Gastly ,2.717948093607541,A,true,low,low,true,non-zero,zero,night
Weezing ,3.907546456356659,S,true,low,high,true,zero,non-zero,night
Machop ,2.944141133862819,A,false,high,low,true,non-zero,non-zero,day
Dodrio ,2.316434894752753,B,false,high,high,true,zero,non-zero,day
Weepinbell ,2.2882956136877572,B,false,high,high,true,zero,non-zero,night
Primeape ,3.870762572262817,S,false,high,low,true,non-zero,zero,day
Gastly ,4.313921037392575,S,true,low,high,true,zero,zero,night
Dodrio ,2.33466662586154,B,true,high,low,true,zero,non-zero,day
Doduo ,2.275498744477137,B,false,high,low,true,zero,non-zero,night
Oddish ,3.352764334629301,A,false,low,high,true,non-zero,non-zero,night
Raticate ,4.103908584804991,S,false,low,high,true,zero,non-zero,night
Dewgong ,4.011795430802398,S,true,low,low,true,zero,zero,night
Vulpix ,3.682827352366089,S,true,high,low,true,zero,zero,day
Dugtrio ,3.98986907251096,S,true,high,low,true,non-zero,non-zero,day
Weepinbell ,2.584295175302618,A,false,low,low,true,zero,non-zero,day
Zapdos ,4.185618118893652,S,false,high,low,true,zero,non-zero,night
Starmie ,3.548508103942881,S,true,low,low,true,non-zero,zero,night
Goldeen ,3.117475651348251,A,false,low,high,true,zero,zero,day
Persian ,1.657269139140792,B,true,high,low,true,non-zero,non-zero,day
Kakuna ,2.2734226795602446,B,false,low,high,true,zero,non-zero,day
Nidoking ,1.4927361441856666,C,false,low,high,true,zero,non-zero,day
Mankey ,3.876668106989026,S,false,low,high,true,zero,zero,night
Staryu ,3.878015248496525,S,false,high,high,true,zero,zero,night
Golem ,4.053641653284973,S,false,low,low,true,non-zero,non-zero,night
Magmar ,3.010187680419739,A,false,low,high,true,zero,non-zero,night
Venusaur ,4.364271122620891,S,false,high,high,true,non-zero,zero,night
Magikarp ,3.7410977979844704,S,false,low,high,true,zero,zero,night
Dugtrio ,2.8074022653373496,A,true,high,high,true,non-zero,non-zero,day
Dodrio ,1.1119885440680806,C,false,low,high,true,zero,non-zero,night
Geodude ,3.2084152558864556,A,true,high,low,true,zero,zero,night
Nidoran♂ ,1.7649276141443158,B,false,high,high,true,zero,non-zero,night
Gengar ,0.7481570793536338,C,false,low,high,true,non-zero,non-zero,day
Tentacruel ,4.332613426316884,S,true,low,low,true,zero,non-zero,night
Diglett ,4.1035481896422725,S,false,high,high,False,zero,non-zero,day
Golbat ,3.8428323915258207,S,true,high,low,true,non-zero,non-zero,day
Abra ,4.5,S,true,low,low,true,zero,zero,night
Dodrio ,2.8850270700022476,A,true,high,low,true,non-zero,zero,day
Gastly ,2.96163060261441,A,false,low,low,true,non-zero,non-zero,day
Abra ,1.8777278495020056,B,false,low,high,true,non-zero,non-zero,night
Farfetch'd ,3.1233603308643145,A,false,high,low,true,zero,zero,night
Doduo ,2.8747477708177964,A,false,high,low,true,non-zero,zero,day
Venonat ,1.5055343117243172,B,false,high,high,true,non-zero,non-zero,day
Golduck ,4.466155943775779,S,false,low,high,true,non-zero,zero,day
Onix ,3.3980851845539046,A,true,low,high,true,zero,non-zero,day
Omastar ,4.443740768974623,S,false,high,high,true,zero,zero,day
Nidoran♀ ,2.5992420865826524,A,false,high,high,true,zero,zero,day
Haunter ,1.197548911313662,C,false,high,high,true,non-zero,zero,day
Mewtwo ,1.9931189450692706,B,false,low,low,true,zero,non-zero,day
Nidoking ,4.498778811486998,S,false,high,low,true,non-zero,zero,day
Weezing ,2.2984143439471825,B,true,low,low,true,zero,non-zero,night
Kingler ,3.9414337129323216,S,true,high,low,true,non-zero,zero,night
Tauros ,0.8694472997388631,C,false,high,low,true,non-zero,non-zero,day
Bellsprout ,3.573728103987273,S,true,low,low,true,non-zero,non-zero,night
Starmie ,4.5,S,false,high,high,true,non-zero,zero,night
Persian ,4.5,S,false,high,low,true,non-zero,non-zero,day
Magneton ,3.975194598224605,S,false,high,high,true,non-zero,zero,night
Butterfree ,2.1751608884971203,B,true,low,high,true,non-zero,non-zero,night
Koffing ,2.9881861957775255,A,false,high,high,true,zero,zero,night
Kangaskhan ,2.432021327894685,B,false,low,low,true,zero,non-zero,night
Electrode ,3.242645540872221,A,true,high,high,true,non-zero,non-zero,day
Weezing ,1.786890710322739,B,true,low,high,true,non-zero,non-zero,night
Onix ,2.9902276344223715,A,false,high,high,true,zero,zero,night
Kadabra ,2.8494212393917904,A,true,high,high,true,non-zero,non-zero,night
Nidorina ,3.1137742357879157,A,true,low,high,true,zero,zero,night
Victreebel ,2.926337521826474,A,false,low,low,true,zero,zero,day
Nidorina ,2.8924832833650704,A,false,low,high,true,zero,zero,day
Rhydon ,4.230783596051144,S,false,low,high,true,zero,zero,day
Nidoking ,2.1393373279720835,B,true,high,high,true,zero,zero,night
Kangaskhan ,3.37201670320474,A,true,high,low,true,zero,non-zero,night
Tentacool ,2.781198534673046,A,false,high,high,true,zero,zero,day
Fearow ,1.1480623657703466,C,false,high,low,true,non-zero,non-zero,day
Zapdos ,4.5,S,false,low,high,true,zero,non-zero,day
Dragonair ,4.159777914393038,S,false,high,high,true,non-zero,zero,day
Eevee ,0.7455839657338044,C,false,high,high,true,zero,non-zero,day
Moltres ,4.061447040564616,S,false,low,low,true,non-zero,non-zero,night
Gloom ,1.6709793660593744,B,true,low,high,true,zero,non-zero,day
Hitmonlee ,2.124666179322355,B,false,low,low,true,zero,zero,day
Nidoqueen ,1.5625968688756706,B,true,high,low,true,zero,non-zero,day
Dragonair ,4.5,S,true,high,low,true,zero,zero,day
Nidorino ,4.353074613943254,S,false,high,high,true,non-zero,zero,day
Wartortle ,4.5,S,false,high,high,true,zero,non-zero,night
Dodrio ,3.507108318698889,S,false,low,low,true,zero,non-zero,night
Haunter ,1.3305466090863627,C,false,low,low,true,non-zero,non-zero,night
Butterfree ,1.1545786060304828,C,false,low,high,true,zero,non-zero,night
Zapdos ,4.218220060252044,S,true,high,high,true,zero,non-zero,night
Vaporeon ,3.716680188167523,S,false,high,low,true,non-zero,zero,day
Gengar ,2.0231510594529185,B,true,low,high,true,zero,non-zero,day
Dugtrio ,1.3693578453009707,C,false,high,high,true,zero,non-zero,night
Voltorb ,4.5,S,false,high,high,true,zero,non-zero,night
Vulpix ,3.6215517066893828,S,false,low,high,true,zero,zero,night
Pidgeotto ,3.177871403119845,A,false,high,low,true,zero,zero,day
Gengar ,0.5,C,false,high,high,true,non-zero,non-zero,night
Golduck ,3.7260244366134283,S,false,low,low,true,zero,zero,day
Rattata ,3.5836375872210673,S,false,high,low,true,zero,zero,day
Venonat ,0.7662389008760617,C,false,high,low,true,non-zero,non-zero,day
Dugtrio ,1.2999155767843797,C,false,low,low,true,zero,non-zero,night
Nidoqueen ,2.1261017859754903,B,true,low,low,true,non-zero,non-zero,day
Raichu ,2.4744553931043445,B,false,low,low,true,zero,non-zero,day
Omanyte ,1.9563090170918314,B,true,high,high,true,non-zero,non-zero,night
Ponyta ,2.9680997647910243,A,false,low,low,true,zero,non-zero,day
Tauros ,2.220642344018376,B,true,low,low,true,zero,non-zero,day
Muk ,1.6967385058069004,B,true,low,high,true,zero,non-zero,day
Golbat ,3.0442159861001574,A,false,high,high,true,non-zero,zero,day
Pidgey ,1.8257943471269524,B,true,low,low,true,zero,non-zero,night
Seadra ,4.5,S,true,high,high,true,non-zero,zero,day
Oddish ,3.817318472261178,S,false,high,high,true,zero,non-zero,day
Shellder ,4.5,S,false,high,low,true,zero,non-zero,day
Exeggutor ,2.0043953887768544,B,false,high,high,true,zero,non-zero,day
Dugtrio ,1.1749552618289887,C,false,high,high,true,non-zero,non-zero,day
Muk ,2.2077288982736283,B,false,low,low,true,zero,non-zero,day
Golbat ,3.0979628998534277,A,false,high,high,true,zero,zero,day
Charizard ,2.93495199506261,A,false,low,high,true,zero,non-zero,day
Arbok ,1.736409312653371,B,false,low,high,true,zero,non-zero,night
Cubone ,4.17047639064206,S,false,high,high,true,zero,non-zero,night
Dragonair ,4.5,S,false,high,high,true,zero,zero,night
Onix ,2.9093043438147155,A,false,low,low,true,non-zero,zero,day
Bulbasaur ,2.515922274295686,A,true,low,high,true,zero,non-zero,night
Magmar ,4.5,S,true,high,high,true,zero,non-zero,night
Squirtle ,3.024155620197251,A,false,high,low,true,zero,zero,night
Charizard ,4.5,S,false,high,high,true,zero,zero,day
Cloyster ,2.6749671211445114,A,false,high,low,true,zero,non-zero,night
Nidoran♀ ,2.928140272389537,A,true,low,high,true,zero,zero,day
Gastly ,3.845609720227187,S,false,low,high,true,non-zero,non-zero,day
Lickitung ,1.5677584339417059,B,false,low,high,true,zero,non-zero,day
Bulbasaur ,3.3547048529304497,A,false,high,high,true,non-zero,non-zero,day
Gloom ,4.467201176542661,S,false,high,high,true,zero,zero,night
Gyarados ,1.6071592974088091,B,false,low,high,true,zero,non-zero,day
Dragonite ,2.8650671030045847,A,false,high,low,true,zero,zero,day
Tangela ,2.341598420459819,B,true,low,low,true,non-zero,non-zero,night
Nidorino ,3.673457481502893,S,true,high,high,true,non-zero,non-zero,day
Tentacruel ,1.9829962008026132,B,false,high,high,true,zero,non-zero,day
Spearow ,3.4387222156791206,A,true,low,low,true,zero,zero,day
Lickitung ,1.6839007684629588,B,false,high,high,true,non-zero,non-zero,day
Diglett ,1.168617499616773,C,false,high,high,False,non-zero,zero,night
Omastar ,4.5,S,false,low,high,true,non-zero,zero,day
Vileplume ,0.9109018067640084,C,false,low,high,true,non-zero,non-zero,night
Pikachu ,2.666186325678469,A,false,low,high,true,zero,zero,day
Rhyhorn ,3.498232009619421,A,true,high,high,true,non-zero,zero,night
Marowak ,3.350070922254841,A,true,low,high,true,non-zero,zero,day
Nidorina ,2.940231776355117,A,false,low,low,true,zero,zero,day
Eevee ,2.164742755629451,B,false,low,low,true,non-zero,non-zero,night
Growlithe ,4.5,S,true,high,low,true,non-zero,zero,day
Exeggutor ,3.2912613027718747,A,false,low,high,true,non-zero,non-zero,night
Tentacruel ,4.156031581747492,S,false,high,low,true,zero,non-zero,day
Omanyte ,4.1919934818410916,S,false,low,high,true,zero,non-zero,night
Charmeleon ,3.548020651064924,S,false,low,low,true,zero,zero,night
Aerodactyl ,3.530528201975858,S,true,high,high,true,zero,zero,night
Tauros ,2.008084557648209,B,false,high,low,true,non-zero,non-zero,day
Muk ,3.171793412735517,A,false,high,low,true,zero,non-zero,day
Gengar ,0.9626011502719232,C,false,high,low,true,non-zero,zero,night
Spearow ,1.9564784924245966,B,false,high,low,true,non-zero,non-zero,day
Nidoran♂ ,3.3560554720645053,A,true,low,high,true,non-zero,zero,day
Exeggutor ,3.3130455652936246,A,false,low,high,true,zero,zero,night
Tauros ,2.37846290007121,B,false,low,high,true,non-zero,non-zero,night
Butterfree ,2.22468571015407,B,false,high,high,true,non-zero,non-zero,night
Haunter ,2.2229941946944383,B,true,low,high,true,zero,non-zero,day
Doduo ,3.0651506578009804,A,false,low,low,true,zero,zero,day
Articuno ,4.430097225973239,S,false,low,high,true,zero,zero,day
Rhydon ,1.1256340409383805,C,false,high,high,true,zero,non-zero,night
Golbat ,2.495600291736326,B,true,low,high,true,zero,non-zero,day
Machoke ,3.8941962040900786,S,true,low,high,true,zero,zero,day
Rattata ,1.5269303258061346,B,false,high,low,true,zero,non-zero,day
Zubat ,1.8001080833330876,B,true,high,low,true,non-zero,non-zero,day
Starmie ,3.9846735010856245,S,true,low,high,true,zero,non-zero,day
Haunter ,2.7164112943114875,A,false,high,low,true,zero,non-zero,night
Rattata ,3.702391088461254,S,false,high,low,true,non-zero,zero,night
Rapidash ,2.9353615151817443,A,true,high,high,true,zero,non-zero,night
Tangela ,3.4226908246398207,A,false,low,low,true,zero,non-zero,day
Golbat ,2.8141418030877636,A,true,low,high,true,zero,non-zero,day
Graveler ,4.5,S,false,high,high,true,zero,non-zero,night
Tangela ,3.133843870120378,A,true,low,low,true,non-zero,zero,day
Golbat ,3.4214010951397,A,false,high,low,true,zero,zero,night
Gengar ,0.9780415955741559,C,false,low,high,true,zero,zero,day
Gengar ,2.0639845919260997,B,false,high,high,true,zero,non-zero,night
Pinsir ,3.0620363290940116,A,false,high,high,true,non-zero,zero,day
Gastly ,4.5,S,true,high,low,true,non-zero,non-zero,day
Gastly ,1.9840817171538865,B,true,low,high,true,zero,non-zero,day
Onix ,3.4643875124325834,A,true,low,low,true,non-zero,zero,day
Farfetch'd ,3.4953918555674957,A,true,low,low,true,zero,non-zero,night
Golbat ,2.443861801297532,B,false,low,low,true,zero,non-zero,day
Wartortle ,4.206820154783699,S,true,low,high,true,non-zero,non-zero,day
Snorlax ,4.102084333527009,S,true,high,low,true,zero,non-zero,day
Rattata ,2.671103303703542,A,false,low,low,true,zero,zero,day
Meowth ,1.3440640271238502,C,false,high,low,true,non-zero,non-zero,day
Poliwag ,2.2786026090977445,B,true,high,high,true,zero,non-zero,night
Exeggcute ,2.218695503869668,B,true,high,high,true,non-zero,non-zero,night
Kangaskhan ,1.8774263866319,B,true,high,high,true,zero,non-zero,day
Squirtle ,3.953972264338535,S,false,low,low,true,zero,non-zero,night
Mewtwo ,2.7203066281369788,A,false,high,high,true,non-zero,zero,night
Seaking ,3.7401361337074133,S,true,high,low,true,non-zero,non-zero,night
Dugtrio ,2.569659296276819,A,true,high,high,true,non-zero,non-zero,day
Golbat ,1.602040500028829,B,false,high,high,true,non-zero,non-zero,night
Nidoran♂ ,0.8042706691752048,C,false,high,low,true,zero,non-zero,day
Nidoqueen ,3.6325151537711258,S,false,high,high,true,zero,zero,day
Kabuto ,3.808344863565189,S,false,high,high,true,zero,zero,day
Ponyta ,2.9779716001365353,A,true,low,high,true,non-zero,non-zero,day
Arbok ,3.01377184017668,A,true,high,high,true,zero,zero,night
Ninetales ,4.1037795858092885,S,false,high,low,true,zero,non-zero,day
Graveler ,3.8663443497495553,S,false,low,low,true,zero,zero,day
Primeape ,4.5,S,false,high,high,true,zero,zero,day
Charmeleon ,2.7765090998610544,A,false,high,high,true,non-zero,zero,night
Diglett ,1.5592052708220865,B,true,low,low,False,zero,non-zero,day
Doduo ,2.3908308622934396,B,true,high,high,true,non-zero,non-zero,day
Flareon ,4.5,S,true,high,low,true,non-zero,non-zero,night
Rattata ,4.5,S,true,high,high,true,non-zero,non-zero,day
Primeape ,2.046308023447694,B,true,low,low,true,non-zero,non-zero,night
Kadabra ,4.327616967011818,S,false,low,low,true,non-zero,zero,night
Goldeen ,3.8549497548969387,S,true,high,high,true,non-zero,non-zero,day
Muk ,2.7080980930858924,A,true,high,low,true,non-zero,non-zero,day
Diglett ,3.6229006744929872,S,true,high,low,False,zero,non-zero,night
Seaking ,4.5,S,false,high,high,true,non-zero,non-zero,day
Vaporeon ,1.6654346277563745,B,true,high,high,true,non-zero,non-zero,night
Blastoise ,3.8905635453223804,S,false,low,high,true,zero,non-zero,night
Snorlax ,4.161429814366565,S,true,high,low,true,non-zero,non-zero,night
Mankey ,4.5,S,true,high,high,true,non-zero,zero,day
Paras ,1.9316386120135918,B,false,high,low,true,non-zero,non-zero,day
Farfetch'd ,3.71119069359101,S,false,low,high,true,zero,non-zero,day
Poliwrath ,3.13485640851685,A,false,low,high,true,non-zero,zero,night
Nidoking ,3.1796874020151464,A,false,low,low,true,non-zero,non-zero,night
Eevee ,2.993879481071546,A,true,high,low,true,zero,non-zero,night
Nidorino ,1.4947376463095978,C,false,high,low,true,non-zero,non-zero,night
Venonat ,2.693619497345316,A,false,low,high,true,non-zero,zero,day
Seel ,4.5,S,false,high,low,true,zero,non-zero,night
Doduo ,4.5,S,false,high,high,true,non-zero,zero,day
Primeape ,4.5,S,false,low,low,true,non-zero,non-zero,night
Oddish ,2.589530257018202,A,true,low,low,true,zero,non-zero,day
Moltres ,3.354150930329442,A,true,high,high,true,zero,non-zero,night
Cubone ,3.60986693769088,S,true,high,high,true,zero,zero,night
Omastar ,3.851351144625536,S,true,low,high,true,non-zero,non-zero,day
Diglett ,2.7185070463275256,A,true,high,low,False,zero,non-zero,night
Charmeleon ,4.5,S,true,low,low,true,non-zero,zero,night
Nidoqueen ,1.7326369382229474,B,false,high,low,true,non-zero,non-zero,night
Zubat ,2.5088627351818182,A,false,high,high,true,non-zero,zero,day
Golbat ,3.2099191290364346,A,true,high,high,true,zero,non-zero,day
Pidgeotto ,2.6379455987552265,A,false,low,high,true,non-zero,non-zero,night
Bellsprout ,1.0546366126145146,C,false,high,low,true,non-zero,non-zero,day
Ekans ,3.2029338038955313,A,false,low,high,true,non-zero,zero,day
Gastly ,3.498497550123435,A,false,high,high,true,zero,non-zero,night
Exeggutor ,1.2949514796394812,C,false,high,low,true,non-zero,non-zero,night
Nidorina ,2.2524191384141736,B,false,high,low,true,zero,non-zero,night
Lapras ,3.698190230079897,S,false,low,low,true,zero,zero,day
Drowzee ,3.494769455456513,A,true,low,low,true,non-zero,non-zero,day
Bellsprout ,1.9170042015315443,B,false,low,high,true,zero,zero,night
Jolteon ,2.8297160540701105,A,true,low,high,true,non-zero,zero,night
Weedle ,2.173893454015881,B,true,high,high,true,non-zero,non-zero,night
Ekans ,1.4812055130777895,C,false,low,low,true,non-zero,non-zero,night
Kangaskhan ,2.5972937028049996,A,false,high,high,true,zero,zero,night
Moltres ,4.5,S,false,high,high,true,zero,non-zero,day
Squirtle ,3.6505056929860062,S,false,low,high,true,zero,non-zero,night
Golduck ,3.6530436076739585,S,false,high,low,true,non-zero,zero,night
Lapras ,4.5,S,false,low,high,true,non-zero,non-zero,day
Golem ,4.5,S,false,low,low,true,non-zero,non-zero,day
Omastar ,3.5747308332349212,S,true,high,high,true,zero,non-zero,night
Farfetch'd ,2.3270782509914505,B,false,high,high,true,non-zero,non-zero,night
Seaking ,4.224074377624832,S,false,low,high,true,non-zero,zero,night
Fearow ,1.5946864222598416,B,false,high,high,true,non-zero,non-zero,day
Venusaur ,2.024480011915945,B,true,high,high,true,non-zero,non-zero,day
Nidoqueen ,2.8006475857008333,A,false,high,low,true,non-zero,non-zero,day
Golbat ,2.042486837346987,B,false,low,high,true,non-zero,non-zero,day
Magnemite ,4.1918669092824326,S,false,high,high,true,non-zero,non-zero,night
Dragonair ,4.5,S,false,high,low,true,zero,zero,night
Seel ,4.5,S,false,low,high,true,zero,non-zero,day
Golbat ,2.9465934359239756,A,false,high,high,true,zero,zero,day
Abra ,2.954347810846078,A,true,high,high,true,non-zero,non-zero,day
Gengar ,0.5424511393508298,C,false,low,low,true,non-zero,non-zero,night
Staryu ,4.5,S,false,high,high,true,non-zero,zero,day
Doduo ,2.8673548023233013,A,true,high,high,true,zero,non-zero,day
Aerodactyl ,3.8324010969312896,S,false,high,high,true,non-zero,zero,night
Golbat ,3.2990570857929753,A,false,high,high,true,non-zero,zero,day
Venusaur ,1.2975351049778991,C,false,low,low,true,non-zero,non-zero,night
Tauros ,3.1636554767045393,A,true,high,high,true,zero,zero,day
Doduo ,3.315336351422873,A,false,low,high,true,non-zero,zero,night
Krabby ,4.5,S,false,low,low,true,non-zero,non-zero,night
Gastly ,2.342615645722118,B,false,low,high,true,non-zero,non-zero,day
Raticate ,3.6844882172680866,S,true,low,high,true,non-zero,non-zero,night
Machoke ,1.7086167705684079,B,false,high,low,true,non-zero,non-zero,day
Pinsir ,1.4413253218543067,C,false,low,low,true,zero,non-zero,night
Gengar ,4.5,S,true,low,low,true,zero,non-zero,night
Raichu ,2.786243679769996,A,false,high,high,true,zero,non-zero,day
Scyther ,1.0382630079585313,C,false,low,low,true,zero,non-zero,day
Flareon ,3.628614483782485,S,true,high,high,true,non-zero,zero,day
Poliwhirl ,3.889283840333386,S,false,high,high,true,non-zero,zero,day
Kadabra ,0.5897038715975667,C,false,low,low,true,non-zero,non-zero,night
Poliwrath ,3.999052205031086,S,true,low,high,true,zero,zero,day
Growlithe ,3.631855169387382,S,true,low,high,true,zero,zero,night
Gastly ,2.9375428006394584,A,false,low,high,true,zero,non-zero,night
Nidorina ,3.6432697403047962,S,true,high,low,true,non-zero,non-zero,day
Electrode ,4.16273495986469,S,false,low,low,true,zero,zero,day
Vaporeon ,4.5,S,true,low,high,true,zero,zero,night
Electrode ,4.5,S,false,high,low,true,zero,non-zero,day
Rhyhorn ,3.588876899565457,S,false,high,high,true,zero,zero,day
Jolteon ,3.7371124359273566,S,false,low,high,true,non-zero,non-zero,day
Geodude ,3.8401715468534454,S,false,high,low,true,zero,zero,day
Onix ,2.389730016979607,B,false,low,high,true,zero,non-zero,night
Onix ,3.194050786880719,A,false,high,high,true,zero,non-zero,night
Spearow ,3.8399769528118175,S,true,low,high,true,zero,non-zero,day
Zubat ,3.3349920629247713,A,false,low,low,true,zero,non-zero,day
Zubat ,2.44011010025302,B,false,low,low,true,non-zero,non-zero,night
Golbat ,3.159440998215993,A,false,low,high,true,non-zero,zero,day
Magnemite ,3.2901354811597128,A,false,high,low,true,non-zero,zero,day
Ekans ,3.1821377974576412,A,false,high,low,true,non-zero,non-zero,day
Rattata ,3.600161007693231,S,true,low,low,true,zero,non-zero,day
Primeape ,3.5420902146152726,S,false,low,low,true,zero,non-zero,day
Grimer ,2.5101475942338864,A,true,high,low,true,zero,non-zero,day
Poliwrath ,4.5,S,true,high,high,true,non-zero,non-zero,night
Poliwag ,4.5,S,true,high,low,true,zero,zero,day
Paras ,3.4055375476822616,A,false,high,low,true,non-zero,non-zero,day
Farfetch'd ,0.5,C,false,low,high,true,zero,zero,day
Dugtrio ,2.74771501366917,A,true,high,high,true,non-zero,non-zero,day
Dugtrio ,3.540125089933592,S,false,low,high,true,non-zero,zero,day
Tauros ,3.147574996454771,A,false,low,high,true,non-zero,zero,day
Gastly ,4.5,S,false,low,low,true,zero,zero,day
Zubat ,0.965851710408256,C,false,high,high,true,non-zero,non-zero,day
Nidoking ,2.962170716193813,A,false,low,high,true,zero,zero,day
Onix ,0.9732773490381619,C,false,low,high,true,non-zero,non-zero,day
